name	assoc	True	Mostly-True	Half-True	Mostly-False	False	Pants-on-Fire	
d	d	c	c	c	c	c	c	
Lorraine Fende	Democrat	0	1 	0	0	0	0	
Nancy Nusbaum	Democrat	0	0	0	0	0	1 	
Buddy Roemer	Republican	0	0	1 	0	0	0	
Brent Larkin	None	1 	0	0	0	0	0	
America's Health Insurance Plans	None	1 	0	2 	0	0	0	
Bill Spelman	Democrat	0	0	0	0	1 	0	
Everett Rice	Republican	0	0	0	0	0	0	
Alan Grayson	Democrat	6 	6 	2 	3 	2 	0	
Eric Gray	Democrat	0	1 	0	0	0	0	
John Oxendine	Republican	1 	0	2 	0	0	0	
Pam Bondi	Republican	1 	2 	0	2 	1 	0	
Ron Gerberry	Democrat	0	1 	0	0	0	0	
Paul Levesque	None	0	1 	0	0	0	0	
Meg Whitman	Republican	0	1 	1 	0	1 	0	
Bill Pascrell	Democrat	0	3 	4 	0	3 	0	
J.B. Van Hollen	Republican	0	1 	0	0	0	0	
Susan Combs	Republican	0	0	0	0	1 	1 	
Anonymous GOP critics	undef	0	0	0	0	1 	0	
Paul Begala	Democrat	0	0	0	1 	1 	0	
Joe  Sestak	Democrat	0	1 	1 	0	0	0	
Dennis Baxley	Republican	0	0	1 	0	0	0	
Shirley Anderson	Republican	0	0	0	1 	0	0	
We Are Wisconsin	Organization	0	0	1 	0	1 	0	
New Jersey Education Association	undef	1 	0	1 	0	0	0	
Graham  Balch	Democrat	0	0	0	0	0	0	
Steve Spinnett	None	0	0	0	0	0	0	
Jason Isaac	Republican	1 	0	0	2 	0	1 	
Stacey Campfield	Republican	0	1 	0	0	1 	1 	
American Action Network	undef	0	0	0	0	0	1 	
Jim McGreevey	Democrat	0	0	1 	0	0	0	
Boyd Richie	Democrat	1 	0	0	2 	1 	1 	
Pam Davidson	Republican	0	0	1 	0	0	0	
Jack Murphy	Republican	0	0	1 	0	0	0	
Marty Beil	undef	0	0	0	1 	0	0	
Annise Parker	Democrat	0	0	1 	0	0	0	
Casey Cagle	undef	0	2 	0	1 	0	0	
Tammy Hall	undef	0	0	0	0	1 	0	
National Women's Law Center	undef	1 	0	0	0	0	0	
Patricia Morgan	Republican	0	0	1 	0	0	0	
Lois Frankel	Democrat	0	0	0	2 	0	0	
John McCain	Republican	34 	31 	29 	29 	38 	8 	
Mike Prendergast	Republican	0	0	0	0	0	1 	
Russell  Pearce	Republican	0	0	0	0	0	1 	
H. Ford Gravitt	None	0	0	0	0	1 	0	
Barney Bishop	None	0	0	0	0	1 	0	
Dan Seals	Democrat	0	0	0	0	0	0	
Ben Nelson	Democrat	0	0	0	0	1 	0	
Zack Space	Democrat	0	0	0	0	0	1 	
Bernie Sanders	Independent	4 	0	1 	0	3 	0	
Alex Sink	Democrat	9 	4 	1 	1 	2 	0	
NARAL Pro-Choice America	Organization	1 	0	0	0	0	0	
John DePetro	Talk	0	0	0	0	1 	1 	
Phil Gingrey	Republican	1 	1 	2 	2 	4 	0	
Dominick Marino	None	0	0	1 	0	0	0	
Todd Staples	Republican	2 	2 	2 	0	1 	0	
Evan Longoria	None	0	0	0	0	0	1 	
Russell Edwards	Democrat	0	0	0	0	1 	0	
Tom Mechler	Republican	0	0	1 	0	0	0	
Browse by	Other	
Joe Pennacchio	Republican	0	0	1 	0	0	0	
The Freedom Project	undef	0	0	1 	0	0	0	
Woody Degan	Republican	0	0	0	0	0	1 	
Eva Galambos	undef	0	0	0	0	1 	0	
Ted Lyon	Democrat	0	0	0	0	1 	0	
Georgia State Road and Tollway Authority	undef	0	0	0	0	0	0	
Brian Newberry	Republican	1 	0	0	0	0	0	
Michael Bennet	Democrat	1 	0	1 	0	0	0	
Curtis Foltz	undef	0	0	1 	0	0	0	
Tere McCann	None	0	0	0	1 	0	0	
Eric Eikenberg	Republican	0	0	0	0	0	0	
Advancing Wisconsin	None	0	0	0	0	0	1 	
Bill Proctor	Republican	0	1 	0	0	0	0	
Steve Oroho	Republican	0	1 	0	1 	0	0	
Cory Booker	Democrat	4 	4 	0	0	4 	0	
Doug Whitsett	Republican	0	0	1 	0	0	0	
Cynthia Lummis	undef	0	0	0	0	0	1 	
Sameh Shoukry	undef	0	0	0	0	1 	0	
Geraldine Thompson	Democrat	1 	0	0	0	0	0	
Nita Lowey	Democrat	0	0	0	0	1 	0	
Mike Keown	Republican	0	0	1 	0	0	0	
Rodney Frelinghuysen	undef	1 	0	0	1 	0	0	
Steve Cohen	Democrat	2 	0	1 	0	0	1 	
Dannel Malloy	Democrat	0	1 	0	0	0	0	
Mary  Olson	None	0	0	1 	0	0	0	
Kate Brown	Democrat	1 	0	0	1 	0	0	
Betty McCollum	Democrat	1 	0	0	0	0	0	
Gary Chiusano	Republican	0	0	0	0	1 	0	
Stefani Carter	Republican	0	0	2 	0	0	0	
Pat Toomey	Republican	0	1 	0	1 	0	0	
Judd Gregg	undef	2 	1 	0	0	0	0	
Wesley Clark	Democrat	0	0	1 	0	1 	0	
Daniel Mielke	Republican	0	0	0	0	1 	0	
Planned Parenthood	undef	3 	0	1 	1 	0	1 	
Rebecca Bell-Metereau	Democrat	0	0	0	1 	0	0	
Snooki	undef	1 	0	0	0	0	0	
Donna Brazile	Democrat	1 	4 	3 	0	1 	0	
Sam Olens	Republican	2 	1 	1 	0	1 	0	
Kathy Castor	Democrat	1 	0	0	0	0	0	
Chris  Bollwage	undef	0	0	0	0	1 	0	
Clackamas County Commission	undef	0	0	0	0	1 	0	
Jon Bramnick	Republican	0	0	0	1 	0	0	
Wayne Powell	Democrat	0	0	0	1 	1 	1 	
Mary Jordan	None	0	2 	0	0	0	0	
Florida Wildlife Federation	None	1 	0	0	0	0	0	
Oregon Department of Fish and Wildlife	None	1 	0	0	0	0	0	
Stuart Sternberg	None	0	1 	0	0	0	0	
We Are Ohio	None	0	1 	0	2 	0	0	
Brian Moran	Democrat	0	0	1 	0	0	1 	
Bill White	Democrat	6 	7 	5 	2 	3 	3 	
Peter  Palumbo	Democrat	1 	0	0	3 	0	0	
Lee Leffingwell	Democrat	1 	0	3 	0	0	0	
Harold Ford Jr.	undef	0	0	0	0	0	0	
Carlos Gimenez	Republican	0	0	0	0	0	0	
Joshua McKoon	Republican	1 	0	0	0	0	0	
Joaquin Castro	Democrat	1 	0	0	1 	0	0	
David Silverman	undef	0	0	0	0	1 	0	
Courtney Combs	Republican	0	0	0	0	0	1 	
Adam Hasner	Republican	1 	4 	4 	2 	1 	0	
Lone Star First	None	0	0	0	0	0	1 	
Lawrence Summers	undef	0	1 	0	0	0	0	
Herb Garrett	None	0	1 	0	0	0	0	
Roger Williams	Republican	1 	0	1 	1 	1 	1 	
Joel Keehn	undef	1 	0	0	0	0	0	
CQ Press City Crime Rankings, 2010-2011	undef	0	0	1 	0	0	0	
Martin Kiar	Democrat	1 	0	0	0	0	0	
Dennis Jones	Republican	0	0	1 	0	0	0	
Clayton County Government	None	0	0	0	0	1 	0	
Americans For Tax Reform	undef	0	1 	1 	3 	0	1 	
Robert Watson	Republican	0	0	0	0	1 	0	
Maureen Dowd	None	1 	0	0	0	0	0	
Paul Ryan	Republican	3 	6 	7 	12 	3 	2 	
Marc Schare	None	1 	0	0	0	0	0	
Paula Dockery	Republican	0	0	0	1 	1 	0	
Progress Ohio	None	0	1 	0	0	0	0	
Jackie Cilley	Democrat	1 	0	0	0	0	0	
Rick Santorum	Republican	5 	5 	12 	8 	13 	5 	
Heather Beaven	Democrat	0	0	1 	0	0	0	
Scott Walker	Republican	6 	5 	11 	11 	20 	4 	
American Federation for Children	undef	0	0	0	1 	0	1 	
Education Action Group	Organization	0	0	0	0	0	1 	
Public Notice	undef	0	1 	0	0	0	0	
It's Still a Bad Idea	Organization	0	1 	0	0	0	1 	
Jennifer Beck	undef	1 	0	0	0	2 	0	
Martavius Jones	Democrat	1 	0	0	0	0	0	
Allen West	Republican	2 	1 	2 	4 	6 	3 	
Ken Hodges	Democrat	0	0	0	1 	0	0	
Jersey Central Power & Light	undef	0	1 	0	0	0	0	
Patriot Majority PAC	None	0	0	0	1 	0	0	
Raymond Bateman	undef	0	0	0	0	1 	0	
Matt Gaetz	Republican	0	1 	0	0	1 	0	
Texans for Accountable Government	None	0	0	0	1 	0	0	
Judicial Confirmation Network	undef	0	0	1 	0	0	0	
Kelly O'Donnell	None	0	1 	0	0	0	0	
Rees Lloyd	None	0	0	0	1 	0	0	
Steve Brown	Republican	0	0	1 	0	1 	0	
Dale Peterson	Republican	0	0	1 	1 	0	0	
Chuck Norris	Republican	0	0	0	1 	0	0	
Lou Greenwald	Democrat	2 	1 	1 	0	1 	2 	
Kathleen Vinehout	undef	0	0	0	0	1 	0	
Christopher Plante	Newsmaker	0	0	0	0	0	1 	
Tim Grendell	Republican	1 	0	0	0	1 	0	
Common Sense Now	None	0	0	1 	0	0	0	
Chuck Grassley	Republican	1 	0	2 	0	0	0	
Frank Guinta	Republican	0	1 	0	1 	1 	0	
Steve Doell	Newsmaker	1 	1 	0	0	0	0	
John Lehman	Democrat	1 	0	0	0	0	0	
James Parisi	Labor	1 	0	0	0	0	0	
Ryan Downton	Republican	0	0	1 	0	0	0	
Ed Perlmutter	Democrat	0	0	0	0	0	0	
James Roosevelt	Newsmaker	1 	0	0	0	0	0	
Randi Weingarten	undef	0	0	1 	0	0	0	
Kamala Harris	Democrat	0	0	1 	0	0	0	
Stephen Wise	Republican	0	0	1 	0	1 	0	
Al Hunt	undef	1 	0	0	0	1 	0	
Daniel McKee	Democrat	0	1 	1 	0	0	0	
Jan Patterson	Democrat	1 	0	0	0	0	0	
Women On the Wall	None	1 	0	0	0	0	0	
Republican Jewish Coalition	Republican	0	2 	0	0	0	0	
Sal Esquivel	Republican	0	0	0	0	0	0	
Bill Richardson	Democrat	2 	7 	3 	1 	2 	1 	
Robert Gibbs	undef	4 	0	0	1 	1 	0	
Frederica Wilson	Democrat	1 	1 	1 	0	0	0	
Jeff Merkley	Democrat	1 	5 	1 	0	0	0	
Joseph "Joe" Deshotel	Democrat	0	0	0	0	1 	0	
Rick Scott	Republican	12 	21 	15 	9 	15 	4 	
Lights  For Liberty	None	0	0	0	1 	0	0	
Jan Jones	Republican	0	0	1 	0	0	0	
Jerome R.  Corsi	Constitution	0	0	0	0	2 	1 	
Conservative Republicans of Texas PAC	Republican	0	0	0	1 	0	0	
Ted Piccolo	undef	0	0	0	0	1 	0	
Broward County Medical Association	Organization	1 	0	0	0	0	0	
Douglas Holtz-Eakin	undef	0	0	0	0	1 	0	
Citizens for a Strong America	None	0	0	0	0	0	1 	
Clarence Thomas	None	1 	0	0	0	0	0	
Jeb Hensarling	Republican	1 	0	0	0	2 	0	
Austin Fund for Quality Healthcare	None	0	1 	0	0	0	0	
Republican Party of Georgia	undef	0	0	1 	1 	0	0	
TriMet	undef	0	0	1 	1 	0	0	
Jon Husted	Republican	0	2 	1 	0	2 	1 	
Rush Limbaugh	undef	0	1 	2 	4 	3 	5 	
Rick Hardcastle	Republican	0	0	0	0	0	1 	
Tommy Thompson	Republican	3 	5 	2 	5 	8 	3 	
Barney Frank	Democrat	0	0	1 	1 	0	0	
New Georgia Encyclopedia	None	1 	0	0	0	0	0	
Michael Julian Bond	undef	0	1 	0	0	0	0	
Ohio Coal Association	None	0	1 	0	0	0	0	
Emergency Committee for Israel	None	0	0	0	1 	0	0	
Gabrielle Giffords	Democrat	0	0	0	0	0	0	
Steve Schmidt	undef	0	0	0	0	0	0	
Preston Smith	Republican	0	0	0	0	0	1 	
Wisconsin Legislature Republicans	undef	0	0	0	0	0	0	
Kevin O'Toole	Republican	0	0	0	0	1 	0	
George Will	None	7 	2 	3 	4 	0	0	
Jack  Conners	undef	0	1 	0	0	0	0	
Brian Robinson	Republican	1 	1 	0	1 	1 	0	
Mike White	undef	0	0	0	0	1 	0	
Marisha Agana	Republican	0	0	0	1 	0	0	
New Jersey Sierra Club	undef	0	0	2 	0	0	0	
Clay Cox	undef	0	0	0	1 	0	0	
Leah Vukmir	Republican	0	1 	0	0	1 	0	
Buddy Carter	undef	1 	0	0	0	0	0	
Ovide Lamontagne	Republican	0	0	2 	0	0	0	
Ronald Rice	Democrat	0	0	0	0	1 	0	
Rob Teilhet	Democrat	0	0	0	1 	1 	0	
Dwight  Holton	undef	0	0	1 	0	0	0	
John Bradley	Republican	0	1 	0	0	0	0	
Republican  Party of Georgia	Republican	0	0	0	0	0	0	
Steven Brown	Newsmaker	0	0	1 	0	0	0	
Jerry Patterson	Republican	2 	2 	1 	0	1 	0	
Jeanne Shaheen	Democrat	0	0	2 	1 	0	0	
North Korean foreign ministry	undef	1 	0	0	0	0	0	
Wisconsin state Senate Democrats	Democrat	0	0	0	0	0	0	
Rod Monroe	Democrat	0	0	0	0	1 	0	
Scott McCown	Democrat	1 	0	0	0	0	0	
Joe Donnelly	Democrat	0	0	0	1 	0	0	
John Cornyn	Republican	6 	1 	5 	2 	2 	0	
Patients First	None	0	0	0	1 	0	0	
Daniel Lipinski	Democrat	0	0	0	1 	0	0	
Donald Trump	undef	0	1 	2 	0	4 	3 	
Pat Roberts	Republican	1 	0	0	1 	0	0	
Organizing for America	undef	0	0	2 	0	0	1 	
Charles Perry	Republican	0	0	0	1 	0	0	
Tom  Kean Jr.	undef	0	0	1 	0	2 	0	
Melanie Crozier	undef	0	0	0	0	0	1 	
Jessica Ehrlich	Democrat	0	0	1 	0	0	0	
Mike  Fasano	Republican	0	2 	0	0	0	0	
Ralph Nader	Independent	1 	1 	0	1 	0	0	
Basic Rights Oregon	Democrat	0	0	0	0	1 	0	
Children's Healthcare of Atlanta	undef	1 	0	0	0	0	0	
Helen Glover	Talk	1 	0	0	1 	1 	0	
Laurence Ehrhardt	Republican	0	0	0	0	0	1 	
Linda Chavez-Thompson	Democrat	2 	0	0	0	0	0	
Alcee Hastings	Democrat	0	0	1 	0	0	0	
Cory Mason	Democrat	0	0	0	2 	0	0	
Florida Chamber of Commerce	None	1 	1 	0	0	1 	1 	
Jim  Holperin	Democrat	0	0	0	0	0	0	
Dwight Jones	Democrat	0	0	0	1 	0	0	
Mary Landrieu	Democrat	0	2 	0	0	1 	0	
Sergio Marchionne	undef	0	0	1 	0	0	0	
Libertarian Party of Texas	Libertarian	0	0	1 	0	0	0	
America's Natural Gas  Alliance	undef	0	0	1 	0	0	0	
Yes on 79	None	0	0	1 	0	0	1 	
John Whitmire	Democrat	0	1 	0	0	0	0	
Diana DeGette	undef	0	1 	1 	0	0	0	
Beatrice Lanzi	Democrat	0	0	1 	0	0	0	
Margaret Gomez	Democrat	0	1 	0	0	0	0	
Randi Shade	Democrat	0	2 	1 	0	0	0	
Matt Lundy	Democrat	2 	0	0	0	0	0	
Bill Bradbury	Democrat	0	0	0	0	0	1 	
American Beverage Association	Organization	0	0	1 	0	0	0	
Tom Tancredo	Republican	0	1 	1 	2 	2 	0	
Sandra Williams	Democrat	0	0	1 	0	0	0	
Blanche Lincoln	Democrat	0	0	1 	1 	0	0	
J.D. Alexander	Republican	1 	1 	1 	0	1 	1 	
E.W. Jackson	Republican	1 	0	0	0	0	0	
Jessica King	Democrat	0	0	0	1 	0	0	
David Scott	Democrat	0	0	1 	0	0	0	
Patriot Majority USA	undef	0	0	0	0	1 	0	
Atlanta Sports Council	undef	0	0	0	0	1 	0	
Denise Grimsley	Republican	1 	0	0	0	0	0	
Ron Klein	Democrat	0	1 	0	0	2 	0	
Bernard Jackvony	Republican	0	0	0	0	1 	0	
Oregon  Public Employees Retirement System	undef	0	0	0	0	0	0	
Scott Fitzgerald	Republican	0	0	1 	1 	2 	0	
Pat Boone	undef	0	0	0	0	1 	2 	
Tom Craddick	Republican	1 	0	0	0	0	0	
Becky Moeller	Democrat	2 	0	0	0	0	0	
Michael Williams	Republican	0	0	1 	0	0	0	
Mike Ford	None	0	0	0	0	1 	0	
Steve Munisteri	Republican	0	0	1 	0	0	0	
Tobias Read	Democrat	1 	0	0	0	0	0	
Louie Gohmert	Republican	0	0	0	0	2 	0	
Matthew Dowd	Republican	0	2 	1 	0	0	0	
Jamie Oliver	undef	0	0	1 	0	0	0	
Jason Brodeur	Republican	0	0	0	0	1 	0	
ACLU New Jersey ACLU	undef	0	0	0	0	0	0	
Jamie Samons	State	1 	0	0	0	0	0	
Chris Dudley	Republican	0	1 	1 	0	0	1 	
Bob Wirch	Democrat	1 	0	0	0	0	1 	
Glenford Shibley	Republican	0	1 	0	0	0	0	
Bill Kennemer	undef	1 	0	0	0	0	0	
Chuck Riley	Democrat	0	0	0	0	1 	0	
Laurie Monnes Anderson	Democrat	1 	0	0	0	1 	0	
Alison Littell McHose	Republican	0	0	0	0	1 	0	
Ellen Freidin	Newsmaker	0	1 	0	0	0	0	
Charles Boustany	Republican	0	1 	0	1 	0	0	
Cliff Stearns	Republican	1 	1 	2 	0	0	0	
Keep Conservatives United	Republican	0	0	0	1 	0	1 	
Ileana Ros-Lehtinen	Republican	1 	0	0	0	0	0	
Kathy  Nickolaus	Republican	0	0	0	1 	0	0	
Bill McCollum	Republican	3 	0	2 	2 	1 	1 	
Lynn Westmoreland	undef	1 	0	2 	1 	0	0	
John Barrasso	Republican	1 	0	0	1 	0	0	
Dave Aronberg	Democrat	2 	0	1 	1 	0	0	
Corey  Stewart	Republican	0	0	0	1 	0	0	
Chet Edwards	Democrat	1 	0	0	0	2 	0	
Scott Garrett	Republican	1 	0	0	1 	0	0	
Multnomah County Library Foundation	Organization	0	0	0	0	1 	0	
Texas Democratic Party	Democrat	1 	1 	0	0	1 	0	
Florida Democratic Party	Democrat	3 	2 	3 	1 	2 	2 	
Richard Cordray	Democrat	0	0	1 	0	0	0	
Allie McCullen	None	0	0	0	0	1 	0	
Friends of Plum Beach Lighthouse	Organization	0	0	0	1 	0	0	
Joseph Fernandez	Democrat	0	0	0	0	1 	0	
Timothy Geithner	undef	1 	0	1 	0	0	0	
Cheryl Grossman	Republican	0	0	0	1 	0	0	
Joe Wilson	Republican	0	0	0	0	1 	0	
Patrick McHenry	Republican	0	2 	0	0	1 	0	
Kal Penn	undef	0	1 	0	0	0	0	
Brent Barton	undef	0	0	0	1 	0	0	
Charles Bass	Republican	0	0	0	3 	2 	0	
Michael Chippendale	Republican	1 	0	0	0	1 	0	
Jeffrey Toobin	None	0	0	0	0	1 	0	
Bill  Brady	Republican	0	0	0	0	0	0	
Paul Sadler	Democrat	2 	2 	1 	1 	0	1 	
Alexander Snitker	Libertarian	1 	0	0	0	0	0	
Kathie Tovo	Democrat	0	2 	0	1 	0	0	
Progress Florida	undef	1 	0	0	0	0	0	
Doris Kearns Goodwin	None	0	0	0	0	1 	0	
Vincent Fort	Democrat	0	1 	0	1 	0	1 	
Gordon Quan	Democrat	0	0	1 	0	0	0	
Young Americans for Liberty	undef	0	1 	0	0	0	0	
Building a Better Ohio	None	1 	1 	0	1 	0	0	
Reed Gusciora	Democrat	0	1 	0	0	0	0	
Keep Austin Healthy PAC	None	0	1 	0	0	0	0	
Ann McLane Kuster	Democrat	1 	0	1 	2 	1 	0	
Beverly Hall	undef	0	0	0	0	2 	1 	
Federal Transit Administration	undef	0	0	0	0	0	1 	
Robert Koons	undef	0	0	0	0	1 	0	
Lainey Melnick	Democrat	0	0	0	1 	0	0	
Mike Berlon	Democrat	0	0	0	1 	0	0	
Shirley Franklin	Democrat	0	0	1 	0	0	1 	
Maurice Ferre	Democrat	1 	0	1 	1 	0	0	
Marsha Blackburn	Republican	1 	0	0	2 	2 	0	
Raymond Frank	Republican	0	1 	0	0	0	0	
Jim Marshall	Democrat	0	0	1 	0	0	0	
Jason Haas	None	0	0	0	0	1 	0	
Peter Orszag	undef	0	0	0	0	1 	0	
Jay Goyal	Democrat	0	0	0	1 	0	0	
Christian Broadcasting Network	Organization	0	0	0	0	0	0	
David Porter	Republican	0	0	1 	0	0	0	
Rosemary Lehmberg	Democrat	0	0	0	1 	0	0	
Joe Garcia	Democrat	0	0	0	0	0	0	
Kenneth McKay	Republican	0	0	0	0	0	1 	
Barbara Ann Radnofsky	undef	0	0	0	0	0	1 	
Elaine Boyer	undef	0	1 	1 	0	0	0	
Georgia House Democratic Caucus on behalf of Elena Parent	undef	0	0	0	0	1 	0	
Jeff Dickerson	None	0	0	1 	0	0	0	
Monk Elmer	Democrat	0	0	0	0	0	0	
Tim Lee	undef	0	0	1 	0	0	0	
Ben Unger	undef	0	0	0	0	0	0	
EMILY's List	undef	0	0	1 	0	0	0	
Marjorie Dannenfelser	undef	0	0	0	1 	0	0	
Patty Murray	Democrat	0	0	0	0	0	0	
John  Kitzhaber	Democrat	0	2 	3 	0	0	0	
Martin O'Malley	Democrat	0	0	5 	0	1 	0	
Concerned Women for America	None	0	0	1 	0	0	0	
David Rivera	Republican	0	0	0	0	2 	0	
MacIver Institute	Independent	1 	1 	0	1 	0	0	
Tom Rooney	Republican	0	1 	0	1 	0	0	
Victoria Taft	None	0	0	0	0	2 	1 	
Ron Amstutz	Republican	1 	1 	0	0	0	0	
Maryellen O'Shaughnessy	Democrat	1 	0	0	0	1 	0	
Sheldon Whitehouse	Democrat	5 	3 	1 	1 	3 	0	
Marie Ghazal	Newsmaker	0	1 	0	0	0	0	
Lincoln Chafee	Independent	0	2 	0	1 	5 	0	
Frank Pallone	Democrat	0	0	0	0	1 	0	
Samuel DeMaio	undef	0	0	0	0	1 	0	
Victoria Jackson	Republican	0	0	0	0	0	1 	
Marc Katz	Democrat	0	1 	0	0	0	0	
Ronald Renuart	Republican	0	0	0	0	1 	0	
Salmon for All	undef	0	0	1 	0	0	0	
"We the People" petition	None	0	0	0	0	0	1 	
Jack Conway	Democrat	0	2 	0	0	1 	0	
Christina Romer	undef	1 	0	0	0	0	0	
Jim Doyle	Democrat	0	1 	1 	1 	1 	0	
Xavier Becerra	Democrat	1 	0	0	0	0	0	
Virginia Foxx	Republican	0	0	0	0	0	1 	
Ralph Long	Democrat	0	0	0	1 	0	0	
Investor's Business Daily	undef	0	0	0	0	1 	1 	
Nina Perales	None	0	1 	0	0	0	0	
Anthony Gemma	Democrat	0	2 	0	0	2 	1 	
Al Roker	undef	0	0	0	1 	0	0	
Greater Wisconsin Political Fund	None	1 	0	3 	2 	1 	1 	
John Kline	undef	0	0	0	0	1 	0	
The Walking Dead	undef	0	0	0	0	0	1 	
Ann Kirkpatrick	Democrat	0	0	1 	0	0	0	
Chris Van Hollen	Democrat	0	3 	0	0	0	0	
Kurt Browning	Republican	0	0	0	1 	0	0	
The Tax Foundation	undef	0	0	1 	0	0	0	
Hillsborough Area Regional Transit  HART	undef	0	1 	0	0	0	0	
Bill Weimer	None	1 	0	0	0	0	0	
Donna Campbell	Republican	1 	1 	0	0	1 	0	
James Cenerini	Labor	0	0	1 	0	0	0	
Shawn Lindsay	Republican	0	0	0	1 	1 	0	
Scott Suder	Republican	0	0	0	0	0	1 	
Ash Williams	None	0	0	0	0	1 	0	
Rahm Emanuel	Democrat	0	1 	1 	1 	1 	0	
James Durkan	Republican	0	1 	0	0	0	0	
Stephen Lisauskas	Newsmaker	0	0	0	0	1 	0	
Mike Villarreal	Democrat	2 	1 	1 	1 	0	0	
James  Jolly	undef	1 	0	0	0	0	0	
Jeff Scrima	None	0	0	0	0	0	0	
Texas Conservatives Fund	Republican	0	0	0	0	0	0	
David Dewhurst	Republican	4 	2 	9 	5 	4 	1 	
Jay Webber	Republican	1 	0	0	0	0	0	
New Hampshire Democratic Party	Democrat	0	1 	2 	3 	0	0	
Focus on the Family Action	undef	1 	0	0	1 	2 	0	
Alan Powell	Republican	0	1 	0	0	0	0	
Samuel Wurzelbacher	Republican	0	1 	0	0	1 	1 	
Corn Commentary	undef	0	0	0	0	1 	0	
Judson Hill	undef	0	0	1 	1 	0	0	
Texas Department of Transportation	None	0	0	0	1 	0	0	
Bumper Sticker	undef	0	0	1 	0	0	0	
No Casinos	None	0	3 	0	0	0	0	
Jamie Radtke	Republican	3 	2 	0	1 	1 	0	
Vincent Barrella	Independent	0	1 	0	0	0	0	
Anna Little	Republican	0	0	0	1 	1 	0	
Dan Flynn	Republican	0	0	0	0	0	1 	
Dolores Gresham	Republican	0	0	0	0	2 	0	
Chris Larson	Democrat	0	0	0	2 	0	0	
