name	assoc	True	Mostly-True	Half-True	Mostly-False	False	Pants-on-Fire	
d	d	c	c	c	c	c	c	
Brad Avakian	undef	0	0	0	0	1	0	
Rob Eissler	Republican	0	0	0	0	0	1	
Pierre Thomas	None	0	0	1	0	0	0	
Bill Lynch	Democrat	0	0	0	1	0	1	
Kevin Bloye	undef	0	0	0	1	0	0	
Elijah Cummings	Democrat	2	0	0	0	0	0	
Progressive Change Campaign Committee	undef	0	1	0	0	1	1	
Suzanne Bonamici	Democrat	2	0	0	0	2	1	
Dan Gelber	Democrat	0	1	1	2	1	0	
Franklin Sands	Democrat	0	0	1	0	0	0	
Rick Perry	Republican	16	14	32	23	23	12	
Ted Nugent	Republican	0	0	2	0	0	0	
Wendy Long	undef	0	0	0	0	0	0	
Thomas Melsheimer	Democrat	0	0	0	1	0	0	
Graeme Zielinski	Democrat	0	0	0	0	0	1	
Lamar Alexander	undef	1	0	1	1	1	0	
Crime Victims United of Oregon	None	1	0	0	0	0	0	
Americans Against Food Taxes	None	1	0	0	0	0	0	
Media Trackers	undef	0	0	0	1	0	0	
Americans for Prosperity: New Jersey	undef	0	0	0	0	1	0	
Lindsey Graham	Republican	2	0	2	0	1	0	
Jeff Fitzgerald	Republican	1	0	0	2	0	1	
Michael Turner	Republican	0	0	1	1	0	0	
Cato Institute	undef	0	0	0	0	1	0	
Mike Tate	undef	0	0	1	0	0	0	
Charlie Hales	None	3	0	0	1	1	0	
Jim Cooper	Democrat	1	0	0	0	0	0	
Citizens for the Republic	None	1	0	0	0	0	0	
Bill Heller	undef	0	0	0	0	0	0	
Mark Daniels	None	0	0	0	0	1	0	
Bloggers	undef	0	2	2	1	7	13	
Jim Renacci	Republican	2	0	2	2	1	1	
Taxpayer Association of Oregon	None	0	0	1	0	1	0	
Alliance for America's Future	None	0	0	1	0	0	0	
Texas Veterans Commission	None	0	0	0	1	0	0	
New Jersey Senate Democrats	Democrat	0	1	0	0	0	0	
Patti Doyle	Organization	0	1	0	0	0	0	
David Brooks	undef	2	0	1	0	0	0	
Patrick Lynch	Democrat	0	0	1	0	0	0	
Gordon Robertson	Republican	0	0	0	0	0	1	
Stephen Laffey	Republican	0	0	0	0	1	0	
Lawrence O'Donnell	undef	1	0	0	1	1	0	
Mark Warner	Democrat	5	1	2	0	0	0	
Kristi Thibaut	Democrat	0	0	0	0	0	0	
John Kerry	Democrat	0	2	0	2	1	0	
John  Lombardi	Democrat	0	0	0	0	0	1	
Reid Ribble	Republican	0	0	0	0	0	1	
Stephen Kretzmann	undef	0	0	1	0	0	0	
Nancy Pfotenhauer	undef	0	0	0	0	0	1	
Jack Bogdanski	None	1	0	0	0	0	0	
Eddie Rodriguez	Democrat	1	1	0	0	1	0	
Sherrod Brown	Democrat	9	7	2	2	2	0	
Anne Nolan	Activist	0	1	0	0	0	0	
Sovereign Citizens United	undef	0	0	0	0	0	1	
Carl Lewis	Democrat	0	0	0	1	0	0	
Michael Doherty	undef	1	1	0	1	3	0	
Democratic Party of Virginia	Democrat	0	1	0	0	1	0	
Charlotte Lehan	None	0	0	0	1	0	0	
John Faulk	Republican	0	0	0	0	1	0	
Shaun  Donovan	Democrat	0	1	1	0	0	0	
Nancy-Ann DeParle	undef	1	0	0	0	0	0	
Charlotte Nash	Republican	0	2	0	1	0	0	
Florida Supreme Court	None	0	0	0	0	0	0	
Jeff Wentworth	Republican	1	0	0	0	0	1	
Cenk Uygur	undef	1	0	0	0	0	0	
Jana Duty	Republican	0	0	0	1	0	0	
Lamar Smith	Republican	1	2	0	1	4	0	
Christine Sinicki	Democrat	0	0	0	0	1	0	
Kelly  Ayotte	Republican	0	0	0	0	0	0	
Scott Rigell	Republican	1	0	0	2	2	0	
Republican National Committee	undef	2	4	9	5	5	2	
Steve Southerland	Republican	1	0	1	0	2	0	
George Allen	Republican	5	4	1	1	5	1	
Richard Tomlins	Democrat	0	0	0	0	0	1	
Jim Keffer	Republican	1	0	0	0	0	0	
Mark Belling	Talk	0	0	0	0	0	1	
Ohio Department of Transportation	None	1	0	0	0	0	0	
Kinky Friedman	Democrat	0	0	0	1	1	0	
Bruce Hanna	Republican	0	0	0	1	0	0	
Peter Nehr	Republican	0	0	1	0	0	0	
Oregon  Lottery	undef	0	0	1	0	0	0	
American Bridge 21st Century	undef	1	0	0	0	0	0	
Grover Norquist	undef	0	1	0	0	1	1	
Robert Kraig	undef	0	1	0	0	0	0	
