name	assoc	True	Mostly-True	Half-True	Mostly-False	False	Pants-on-Fire	
d	d	c	c	c	c	c	c	
Jim McDermott	Democrat	0	0	1	0	0	0	
John Thrasher	Republican	1	0	0	1	1	1	
Anthony Bucco	Republican	0	0	0	1	0	0	
James Inhofe	Republican	0	1	0	0	1	0	
Atlanta Braves	undef	1	0	0	0	0	0	
Robin Vos	Republican	0	0	1	0	1	0	
David Simpson	Republican	1	0	0	0	0	0	
David Caton	Republican	1	0	0	0	0	0	
Barbara Buono	Democrat	1	0	0	1	0	0	
John Elkhay	Newsmaker	0	0	1	0	0	0	
Jim Marshall	Democrat	0	0	1	0	0	0	
Chris Dorworth	Republican	0	0	1	0	0	0	
Dick Morris	undef	0	0	0	0	1	0	
Richard Durbin	Democrat	1	0	0	0	2	0	
Rudy Giuliani	Republican	7	6	9	7	5	2	
Debbie Riddle	Republican	0	0	0	0	1	0	
Joe Barton	Republican	1	0	0	2	0	0	
One New Jersey	undef	0	0	1	0	0	0	
Dennis Kucinich	Democrat	10	5	4	1	3	0	
Jay Rockefeller	Democrat	1	0	1	0	0	0	
Empower Texans	None	0	1	0	0	0	0	
Kimberly Guilfoyle	undef	0	0	0	0	1	0	
Kelda Helen Roys	undef	0	0	0	0	1	0	
Barth Bracy	Activist	0	0	0	1	0	0	
Robert Menendez	Democrat	1	0	0	0	1	0	
Texas Public Policy Foundation	None	0	0	1	0	0	0	
George LeMieux	Republican	1	3	6	3	1	0	
Ted Jackson	Democrat	0	1	0	0	0	0	
David Porter	Republican	0	0	1	0	0	0	
Scott DesJarlais	Republican	0	1	0	0	0	0	
Mt. Hood Community College	None	0	1	0	0	0	0	
George Pataki	Republican	0	0	0	0	1	0	
Richard Land	undef	0	0	0	1	0	0	
John Dennis	Republican	1	0	0	0	0	0	
Roy Barnes	Democrat	0	3	3	0	0	1	
John Lee	Republican	0	0	1	0	1	0	
Terry McAuliffe	Democrat	2	0	0	0	0	1	
Jean Schmidt	Republican	0	0	0	0	1	0	
Wendy Davis	Democrat	0	2	1	0	0	0	
Buddy Roemer	Republican	0	0	1	0	0	0	
Vote NO on 8	None	0	0	1	0	0	0	
Tammy Baldwin	Democrat	0	0	0	1	0	0	
Bud Chiles	Independent	2	0	1	0	0	0	
Republican Party of Florida	undef	0	1	2	1	2	3	
Lisa Hamler-Fugitt	None	0	1	0	0	0	0	
Lee Holloway	None	0	1	0	1	2	1	
John Raese	Republican	0	0	0	0	0	1	
John Oliver	None	0	1	0	0	0	0	
Philip Keefe	Labor	0	0	0	0	1	0	
Phyllis Schlafly	Republican	0	0	0	0	1	0	
Patrick Johnston	None	0	0	0	0	0	1	
Chris Gregoire	Democrat	0	0	1	0	0	0	
Robert Reich	Democrat	1	0	0	0	0	0	
Stacey Evans	Democrat	0	0	1	0	0	0	
Austin Scott	Republican	0	0	0	1	1	0	
Jon Huntsman	Republican	2	4	5	5	1	1	
Garnet Coleman	Democrat	1	0	1	0	0	0	
Josh Mandel	Republican	3	1	4	2	2	3	
Laura Ingraham	None	0	0	0	0	1	0	
Mary  Taylor	Republican	0	0	0	1	0	0	
Sara Stevenson	None	0	0	0	1	0	0	
Darryl Hicks	undef	0	0	0	0	0	0	
J. James Rohack	None	1	0	0	0	0	0	
Mike Huebsch	Republican	0	0	0	0	0	1	
Troy Fraser	Republican	0	0	0	0	0	1	
Chris Matthews	None	1	0	0	0	0	0	
Cokie Roberts	None	0	1	0	0	0	0	
Bill Montford	Democrat	0	1	0	0	0	0	
Mary Squires	Democrat	0	0	1	0	0	0	
Peggy Lehner	Republican	1	0	0	0	0	0	
Nina Turner	Democrat	3	0	0	1	0	0	
Chris Smith	undef	0	1	0	0	0	0	
John Boozman	Republican	0	0	0	0	0	0	
Matt Mackowiak	Republican	1	0	0	0	0	0	
Steve Lonegan	Republican	0	0	0	0	2	0	
Lizbeth Benacquisto	Republican	0	0	0	0	0	0	
Myra Crownover	Republican	0	0	0	0	0	1	
Phillip Puckett	Democrat	0	0	0	0	0	0	
Oregon Transformation Project	undef	0	0	0	1	0	0	
A C Wharton	Democrat	0	1	0	0	0	0	
Thomas Brown	Democrat	0	1	0	0	0	0	
Kendrick Meek	Democrat	5	4	1	2	6	1	
Thad Altman	Republican	0	0	0	0	1	0	
Randy Forbes	Republican	3	2	1	0	0	0	
Leonidas Raptakis	Democrat	0	0	1	0	0	0	
Wisconsin Assembly Republicans	undef	0	0	0	0	0	0	
Oregon Food Bank	None	0	0	1	0	0	0	
Jeff Kottkamp	Republican	2	0	1	0	1	0	
Tom Niehaus	Republican	0	0	0	0	0	1	
Stacey Abrams	undef	0	1	0	0	0	0	
Debbie Stabenow	Democrat	1	0	0	0	0	0	
Matt Wand	Republican	0	0	0	2	0	0	
Glenn Hegar	Republican	0	0	0	0	1	0	
Ohio House Republican Organizational Committee	Republican	0	0	0	0	1	0	
Colleen Conley	Tea	0	0	1	0	0	0	
Fair Districts Florida	Organization	1	0	0	0	0	0	
Alfredo Gutierrez	Democrat	0	1	0	0	0	0	
Bill Haslam	Republican	0	0	1	0	1	0	
Don Gaetz	Republican	1	0	0	0	0	0	
Tom DeLay	Republican	0	1	0	0	0	1	
Paul Sarlo	Democrat	0	0	1	0	0	0	
John Boccieri	Democrat	1	0	1	0	0	0	
Wisconsin Anti-Violence Effort Educational Fund	undef	0	0	1	0	0	0	
Tom Ganley	Republican	1	1	0	1	0	0	
Josh Burgin	Republican	0	0	0	0	1	0	
Liberal Bloggers	undef	0	1	0	0	0	0	
Edd Houck	Democrat	0	0	0	0	1	0	
Gary Johnson	Libertarian	0	2	3	0	1	0	
Steve Rothman	undef	1	1	0	1	2	0	
Mike  McIntyre	Democrat	0	0	0	0	0	0	
EnergyCitizens.org	undef	0	0	0	2	0	0	
Oregon Education Association	None	0	1	0	0	0	0	
Ritch Workman	Republican	0	0	0	0	1	0	
Richard Morrison	Democrat	0	0	1	0	0	0	
Phil Roe	Republican	0	0	0	0	0	0	
Talmadge Heflin	Republican	0	0	0	0	1	0	
Paul Broun	Republican	0	0	1	0	5	0	
Jim Huffman	Republican	0	1	0	0	1	0	
Steve Adubato Jr.	Democrat	0	0	0	0	0	0	
James Bennett	Newsmaker	0	0	0	0	1	0	
Luther Olsen	Republican	0	0	0	0	0	0	
Kennedy O'Brien	Republican	0	0	0	0	0	0	
Joyce Kaufman	Talk	1	0	0	0	0	0	
Vernon Jones	undef	0	1	0	0	0	1	
Mike Stenhouse	Newsmaker	0	0	0	0	0	1	
Jimmie Don Aycock	Republican	0	0	0	1	0	0	
Libertarian Party of Georgia	undef	0	0	0	0	1	0	
Wisconsin Medical Society	None	0	0	0	0	1	0	
Judy Manning	Republican	0	0	0	0	0	1	
Piers Morgan	undef	0	0	0	0	1	0	
National Right to Life Committee	undef	2	0	0	1	2	0	
Jennifer  Shilling	Democrat	0	0	0	1	1	0	
National Association of Manufacturers	None	0	0	1	0	0	0	
Citizens for Transportation Mobility	None	0	1	1	0	0	0	
Eva Galambos	undef	0	0	0	0	1	0	
Ellyn Bogdanoff	Republican	0	0	1	1	1	0	
Our Oregon	Democrat	0	1	0	0	1	0	
Committee for Florida's Education	undef	0	0	0	0	0	1	
Mark Hinkle	Libertarian	1	0	0	0	0	0	
National Rifle Association	undef	0	2	0	0	2	1	
Bill Posey	Republican	0	1	1	0	0	0	
Bob McDonnell	Republican	5	5	5	5	2	1	
Renee Unterman	Republican	0	0	1	0	0	0	
Facebook posts	None	0	0	4	0	1	3	
Michelle Obama	Democrat	2	3	1	0	0	0	
George Voinovich	Republican	2	0	0	0	0	0	
Mark Brodeur	State	0	1	0	0	0	0	
Mike Martinez	Democrat	0	0	1	1	0	0	
Joshua Henne	None	0	0	0	0	1	0	
Kathleen Falk	undef	2	1	3	1	3	0	
Sean Hannity	undef	3	1	2	0	1	0	
Rick Boucher	Democrat	0	0	0	1	0	0	
The Agenda Project	None	0	1	0	0	1	0	
David Pepper	Democrat	0	1	0	0	0	0	
Eileen Brady	undef	1	1	0	0	2	0	
Bob Marshall	Republican	0	0	0	0	1	1	
Wisconsin Manufacturers and Commerce	None	0	2	1	1	0	0	
JoAnne Kloppenburg	None	0	0	0	2	0	1	
Lois Kolkhorst	Republican	0	0	0	1	0	0	
Eric Kearney	Democrat	1	0	0	0	0	0	
Mike Huckabee	Republican	7	2	6	6	4	3	
Florida First Initiative	None	0	0	0	1	1	0	
Tennessee Democratic Party	Democrat	1	1	0	0	0	0	
H204TEXAS PAC	None	0	0	1	0	0	0	
Michael Rosen	None	0	0	0	1	0	0	
Americans for Common Sense Solutions	undef	0	0	0	1	0	0	
Ron Kind	Democrat	0	0	1	0	0	0	
Jeff Sessions	Republican	0	0	1	1	0	0	
Kathleen Clyde	Democrat	3	0	0	0	0	0	
Linda Curtis	Independent	0	1	0	0	0	0	
Peter Barca	Democrat	0	0	0	0	2	0	
Republican state senators	undef	0	0	0	0	0	1	
Gina Raimondo	Democrat	2	1	0	0	0	0	
Campaign for America's Future	undef	0	0	0	0	0	1	
Friends of Voter Owned Elections	None	0	0	0	1	0	0	
Scott Brown	Republican	0	0	0	0	1	1	
Alissa  Keny-Guyer	Democrat	1	0	0	0	0	0	
Craig James	Republican	0	0	1	0	0	0	
Michael Bloomberg	Independent	3	1	1	0	1	0	
Morgan Griffith	Republican	0	0	1	2	2	0	
Fred Upton	Republican	0	0	0	0	1	0	
Competitive Enterprise Institute	undef	1	0	0	0	0	0	
Michael Burgess	Republican	0	0	0	1	1	0	
Carol Alvarado	Democrat	0	1	0	0	0	0	
Kevin DeWine	Republican	1	1	0	1	0	0	
National Football League	undef	0	0	0	0	0	0	
Steve Case	undef	0	0	1	0	0	0	
Back to Basics	Democrat	0	1	1	0	2	0	
Forbes blog	undef	0	0	1	0	0	0	
Chris Telfer	Republican	0	0	0	0	0	1	
Mark Kirk	Republican	0	0	2	2	0	0	
Richard Corcoran	Republican	1	0	0	0	0	0	
Eric Bolling	undef	0	0	0	1	0	0	
Presente.org	undef	1	0	0	0	1	0	
Gerald McCormick	Republican	0	0	0	0	1	0	
John Boehner	Republican	17	3	4	11	16	1	
John Burzichelli	undef	0	0	0	1	0	0	
Jan Brewer	Republican	0	0	1	1	1	1	
Joseph Andriole	Labor	0	1	0	0	0	0	
Maurice Thompson	None	0	0	0	0	1	0	
Virginia Lottery	undef	0	1	0	0	0	0	
Eric Holder	Democrat	1	0	0	0	0	0	
Investor's Business Daily	undef	0	0	0	0	1	1	
Wayne DeAngelo	undef	1	0	0	0	0	0	
Robert Gates	undef	0	1	1	0	0	0	
Mindy Montford	Democrat	0	0	0	0	1	0	
Paul Doughty	Labor	1	0	0	0	0	0	
Lisa Tomasso	Democrat	1	0	0	0	0	0	
Jerry Brown	Democrat	1	1	0	0	0	0	
Charlie Crist	Independent	11	7	7	6	6	2	
Warren Buffett	None	1	0	0	0	0	0	
Harry Reid	Democrat	2	2	3	3	3	1	
Dana Milbank	None	0	0	0	2	0	0	
Mark Hass	Democrat	0	1	1	0	1	0	
George Packer	undef	0	0	0	1	0	0	
Rudy Moise	Democrat	0	0	0	0	1	0	
Nicholas Scutari	Democrat	1	0	0	0	0	0	
Alberta Darling	Republican	0	1	1	0	1	1	
Debbie Dooley	Tea	0	0	0	0	1	0	
Bob Schieffer	None	0	0	0	0	1	0	
Stephen Hayes	None	0	1	0	1	0	0	
Michelle Rhee	undef	0	0	1	0	0	0	
Steve Cohen	Democrat	1	0	1	0	0	1	
Catherine Taylor	Republican	0	0	0	0	1	0	
Portland Public Schools	None	0	0	1	0	0	0	
Leon Panetta	Democrat	0	0	1	0	0	0	
Eric Eisnaugle	Republican	0	0	0	0	1	0	
Dan Fanelli	Republican	0	0	0	0	0	1	
Florida Department of Corrections worker	None	0	1	0	0	0	0	
Joe Wilkinson	Republican	0	0	0	0	1	0	
John Huppenthal	Republican	0	0	0	0	1	0	
Matthew Hill	Republican	0	0	0	0	1	0	
Anti-Defamation League	undef	0	0	1	0	0	0	
Mary Norwood	undef	1	0	0	0	0	0	
Jim Petro	Republican	0	1	0	0	0	0	
Sheila Jackson Lee	Democrat	0	0	0	0	1	0	
Roberto DaSilva	Democrat	0	1	0	1	0	0	
Stephen Fincher	Republican	0	0	0	0	1	0	
Fred Smith	undef	0	1	0	0	0	0	
Ed Garvey	Democrat	0	0	0	0	2	0	
Vincent &quot;Buddy&quot; Cianci	Talk	0	2	0	0	0	0	
Tom Grady	Republican	0	0	0	0	1	0	
Jack Latvala	Republican	1	0	0	0	0	0	
Gary Black	Republican	0	1	1	0	0	0	
Hector Uribe	Democrat	0	0	0	0	0	1	
Glenn Nye	Democrat	0	0	0	1	0	0	
Rush Holt	undef	2	1	0	0	1	0	
Ed Schultz	None	0	0	1	1	1	2	
Bob  Ryan	undef	0	1	0	0	0	0	
The Accountability Project	None	0	0	1	0	0	0	
Reince Priebus	Republican	0	0	3	1	4	1	
Janet Mitchell	None	0	0	1	0	0	0	
Amy Clark Meachum	Democrat	0	0	0	0	0	0	
Armond Budish	Democrat	2	3	2	0	1	0	
Jim Greer	Republican	0	0	0	0	0	0	
Dan Lungren	Republican	0	0	0	0	1	0	
Ron Ramsey	Republican	0	0	0	0	1	0	
Valerie Vainieri Huttle	Democrat	0	0	0	1	0	0	
Kurt Schrader	Democrat	1	0	2	0	1	0	
Ken Legler	Republican	0	0	0	0	1	0	
Frank Wolf	Republican	2	0	0	1	0	0	
City of Beaverton	None	0	0	0	0	2	0	
Milwaukee County Sheriff's Office	undef	0	0	0	0	0	0	
Betty Sutton	Democrat	1	2	0	0	0	1	
Bob Gibbs	Republican	1	0	0	0	0	1	
Committee for Our Children's Future	None	0	1	2	0	0	0	
Mary Matalin	undef	0	0	0	0	1	0	
Ted Ankrum	Democrat	0	1	0	0	1	0	
Ron Paul	Republican	7	8	8	4	7	3	
Americans for Job Security	undef	0	0	3	0	0	0	
Rich Zipperer	Republican	0	0	0	1	0	0	
George Turner	None	1	0	0	0	0	0	
Rob Woodall	Republican	0	0	1	0	0	0	
Max Nofziger	Democrat	1	0	0	0	0	0	
Ocean State Policy Research Institute	Organization	0	0	0	0	2	1	
Leslie Curran	undef	0	0	0	0	1	0	
Larry Gonzales	Republican	1	0	0	0	0	0	
David Frum	Republican	0	0	1	0	0	0	
Donna Campbell	Republican	1	1	0	0	1	0	
Mike Males	undef	0	1	0	0	0	0	
David Gregory	None	0	0	0	1	0	0	
Ted Ferrioli	Republican	0	0	1	0	0	0	
Paige Kreegel	Republican	0	0	0	0	1	0	
Sally Bethea	undef	0	1	0	0	0	0	
Josh Trevio	Republican	0	1	0	0	0	0	
Tom Coburn	Republican	0	2	2	0	2	0	
Bob Goodlatte	Republican	0	1	1	0	0	0	
Rahm Emanuel	Democrat	0	1	1	0	1	0	
Richard Shelby	Republican	0	0	0	0	1	0	
Robert Hurt	Republican	0	0	1	2	3	0	
Joe Manchin	Democrat	1	0	1	0	0	0	
Rick Green	undef	0	0	1	0	1	0	
Liz Carter	Republican	0	0	1	0	0	0	
Wall Street Journal editorial page	undef	0	0	1	0	0	0	
Jack Lew	Democrat	0	0	0	0	1	0	
Mike Polensek	Democrat	0	0	1	0	0	0	
Restore Our Future	undef	1	1	3	0	0	2	
George Barker	Democrat	0	0	0	1	0	0	
NARAL Pro-Choice Virginia	undef	1	0	0	0	0	0	
State Tea Party Express	undef	0	0	1	0	0	0	
Creative Advocacy Network	None	0	1	0	0	0	0	
Danny Tarkanian	Republican	0	1	0	0	0	0	
Vincent Polistina	Republican	0	0	0	0	0	0	
Carly Fiorina	Republican	0	0	0	0	1	1	
Steven Goldstein	undef	0	1	0	0	0	0	
David Quiroa	Newsmaker	1	0	0	0	0	0	
Metro Atlanta Voter Education Network	undef	1	0	1	0	0	0	
Russ  Feingold	Democrat	1	0	2	1	0	1	
Rachel Maddow	undef	1	4	3	3	4	0	
New Jersey Democratic State Committee	Democrat	0	0	0	2	1	0	
Kay Bailey Hutchison	Republican	3	3	4	2	4	0	
C.W. Bill Young	Republican	0	0	0	0	1	1	
Charles Reed	Democrat	0	0	0	0	1	0	
U.S. Chamber of Commerce	undef	0	0	3	3	2	0	
Ed Whitacre	undef	0	0	1	0	0	0	
Ian Lang	Newsmaker	1	0	0	0	0	0	
Mike Haridopolos	Republican	1	1	1	0	3	0	
Progressive Change Campaign Committee and Democracy for America	undef	0	0	1	0	0	0	
Jeff Weems	Democrat	1	0	0	1	0	0	
Rainbow/PUSH Coalition	undef	0	0	1	0	0	0	
Alliance for Retired Americans	None	0	0	0	1	0	0	
DuBose Porter	Democrat	1	0	0	0	0	0	
Judith  Zaffirini	Democrat	0	1	0	0	0	0	
Erick Erickson	undef	0	0	0	0	1	0	
Let's Get To Work	Republican	0	0	0	1	0	0	
Kevin McCarthy	Republican	0	0	0	0	1	0	
Raymond LaHood	Republican	0	0	1	0	1	0	
Randy Leonard	None	0	0	0	1	0	0	
Texans for Economic Development	None	0	1	0	0	0	0	
Democratic congressional leadership	undef	0	0	0	0	1	0	
Joseph Trillo	Republican	0	0	1	0	0	1	
Ann Marie  Buerkle	Republican	0	0	1	0	1	0	
National Review	undef	1	0	0	0	0	0	
Ellen Rosenblum	undef	0	0	0	1	0	0	
Steve Moore	undef	0	0	1	1	1	0	
Joe Straus	Republican	0	0	2	0	0	0	
MoveOn.org	undef	5	0	3	1	2	0	
Tom Petri	Republican	0	0	0	0	1	0	
Citizens United Political Victory Fund	Republican	1	1	0	0	0	0	
David Prosser	None	0	0	0	0	0	1	
Dan Coats	Republican	0	0	0	0	0	1	
Elizabeth Dennigan	Democrat	0	1	0	0	0	0	
Portland Bureau of Transportation (PBOT)	None	0	0	0	0	0	0	
Spencer  Bachus	Republican	0	0	0	0	1	0	
Bruce Starr	Republican	0	1	0	0	1	0	
Pro-Life Wisconsin	None	0	0	1	0	0	0	
Dan Patrick	Republican	1	0	0	1	0	0	
John Yarmuth	Democrat	0	0	1	0	0	0	
Michael  Denbrow	Democrat	0	0	0	1	0	0	
Jim Bohl	None	0	0	1	0	0	0	
Nickie Antonio	Democrat	0	0	0	1	0	0	
Rashad Taylor	Democrat	1	0	0	0	0	0	
Republican state Assembly candidates in Wisconsin	Republican	0	0	0	0	0	0	
Arianna Huffington	None	0	2	2	0	0	0	
Jim Waldman	Democrat	0	0	0	1	0	0	
Rob Cornilles	Republican	2	1	3	1	1	1	
Thomas Sgouros Jr.	Columnist	0	0	0	0	1	0	
Paul Hipp	None	0	1	0	0	0	0	
Ohio Republican Party	Republican	1	0	0	0	1	0	
Stephen Sweeney	undef	1	0	2	1	1	0	
James Florio	Democrat	0	1	0	0	0	0	
Jeb Bush	Republican	1	2	0	1	0	0	
Herb Conaway Jr.	Democrat	0	1	0	0	0	0	
William G. Batchelder	Republican	1	1	1	0	0	3	
Brian Moran	Democrat	0	0	1	0	0	1	
Dean Wright	None	0	0	0	0	1	0	
John G. Edwards	Democrat	0	1	0	0	0	0	
Barbara  Boxer	Democrat	0	4	1	2	0	1	
Eve Schatelowitz Alcantar	Democrat	0	0	0	0	1	0	
Joseph Cryan	Democrat	0	0	0	1	1	0	
Wisconsin Sierra Club	Organization	0	0	0	1	0	0	
Online petition	None	0	1	0	0	0	0	
Tennessee Republican Party	Republican	0	0	0	1	1	0	
Leticia Van de Putte	Democrat	1	0	2	0	0	0	
Betsy McCaughey	undef	0	0	0	0	0	1	
Lena Taylor	Democrat	0	0	0	1	0	1	
Donna Shalala	None	0	0	0	1	0	0	
Christine Whitman	Republican	0	1	0	0	0	0	
Steven Costantino	Democrat	0	1	0	0	0	0	
Shelly Moore	Democrat	0	0	0	0	0	1	
Pray in Jesus Name Project	undef	0	0	1	0	0	0	
Jim DeMint	Republican	2	0	0	2	3	1	
Bill O'Reilly	undef	2	1	1	1	4	1	
Save Flexible Spending Plans	undef	0	0	1	0	0	0	
Luis Garcia	Democrat	0	1	0	1	0	0	
Matt  Wingard	Republican	0	0	1	1	0	0	
Doreen Costa	Republican	1	0	0	0	1	0	
Turn Right USA	undef	0	0	0	0	1	0	
Bob Stacey	Democrat	0	0	0	0	1	0	
U.S. Senate Democrats	undef	0	0	0	0	0	0	
David Plouffe	undef	0	1	0	0	0	0	
Robert  Gordon	Democrat	0	0	0	0	0	0	
John Buss	None	0	1	0	0	0	0	
Michael McCaul	Republican	2	0	1	0	0	0	
Rob Portman	Republican	6	7	6	3	3	1	
Penny Bernard Schaber	undef	0	0	0	1	0	0	
John Berlau	undef	0	0	0	0	0	0	
Kim Guadagno	undef	0	0	0	0	2	0	
Dick Cheney	undef	2	1	1	0	0	1	
E. Gordon Gee	None	0	0	1	0	0	0	
American Energy Alliance	undef	0	0	1	0	1	0	
Allen Alley	Republican	0	1	0	0	0	0	
Ron Johnson	Republican	1	1	2	4	4	0	
Chris  Hayes	None	0	0	1	0	0	0	
Kirk Watson	Democrat	0	1	0	0	0	0	
Barbara Cargill	Republican	0	0	0	1	0	0	
Alan Hays	Republican	1	0	0	2	1	0	
Michael Reese	None	1	0	0	0	0	0	
Michael Savage	undef	0	0	1	0	0	1	
Charlie Justice	undef	2	0	1	0	0	1	
Sonia Sotomayor	Democrat	0	0	0	0	0	0	
National Federation of Independent Business-Florida	None	1	0	0	0	0	0	
Carlos Gimenez	Republican	0	0	0	0	0	0	
George Norcross	undef	0	0	0	0	0	0	
Barack Obama	Democrat	88	85	91	43	56	5	
Greg Walden	Republican	1	0	1	1	0	0	
BornAliveTruth.org	undef	0	0	0	0	1	0	
Tim James	Republican	0	0	0	0	1	0	
Jeff  Atwater	Republican	0	1	0	0	1	0	
Scott Bruun	Republican	0	0	0	2	1	0	
Federation for American Immigration Reform	undef	0	0	1	0	0	0	
Lars Larson	None	0	1	0	1	1	0	
James Stegmaier	None	1	0	0	0	0	0	
Phil Kent	Republican	0	0	0	0	1	0	
Brian Deese	undef	0	0	1	0	0	0	
Joseph Chiusolo	Republican	0	0	1	0	0	0	
John Murtha	undef	0	0	0	1	0	0	
Gary Schaer	Democrat	1	0	0	0	0	0	
Ohio Democratic Party	Democrat	1	1	0	2	0	2	
Lamar McKay	undef	0	0	0	1	0	0	
We Love USA PAC	undef	0	0	0	0	1	0	
Sonny Perdue	undef	0	0	1	0	0	0	
RightMarch.com	undef	0	0	0	0	1	0	
Bill Flores	Republican	0	0	0	2	0	0	
Kevin Rader	Democrat	1	1	0	0	0	0	
Brady Campaign to Prevent Gun Violence	undef	0	0	0	0	1	0	
Robert  Cowles	Republican	0	0	0	0	0	0	
Larry Ahern	Republican	0	0	0	0	1	0	
David A. Clarke Jr.	Democrat	0	0	2	0	1	0	
Marla  Stephens	None	0	1	0	0	0	0	
Babur Lateef	Democrat	0	0	1	0	0	0	
Charlie Sykes	Talk	0	0	0	0	0	2	
Joseph Kyrillos	Republican	0	0	1	0	1	1	
Elena Parent	undef	0	0	0	0	0	0	
Allan Ritter	Republican	0	0	1	0	0	0	
Susan B. Anthony List	undef	0	0	0	0	1	0	
Carol Morgan	Democrat	1	0	0	0	0	0	
Susan Latvala	None	0	0	0	0	1	0	
Protect Oregon Homes	None	0	0	1	0	0	0	
Vietnam Veterans Against John McCain	undef	0	0	0	0	0	1	
Corrine  Brown	Democrat	0	0	0	0	1	0	
Fred Thompson	Republican	5	3	3	1	3	0	
Chris Dudley	Republican	0	1	1	0	0	1	
Mike  McCabe	undef	0	0	0	0	1	0	
Ronda Storms	Republican	1	0	0	0	0	0	
Ward Armstrong	Democrat	2	0	0	0	3	1	
Kathie Glass	Libertarian	0	0	0	0	0	2	
Citizens for Lower Taxes and a Stronger Economy	None	1	0	2	1	0	1	
David Englin	Democrat	0	0	0	0	1	0	
18% of the American public	undef	0	0	0	0	0	1	
Herb Kohl	Democrat	0	1	0	1	0	0	
Wayne LaPierre	undef	0	1	1	1	0	0	
Frank Lautenberg	Democrat	2	1	0	1	0	0	
Kathleen Angelucci	Republican	0	0	0	1	0	0	
CQ Press City Crime Rankings, 2010-2011	undef	0	0	1	0	0	0	
AFL-CIO	undef	1	0	2	1	0	0	
Rose Ferlita	undef	0	0	0	0	1	0	
Colin Powell	undef	1	0	1	0	0	0	
Public Citizen	undef	1	0	0	0	0	0	
Nick Kahl	Democrat	0	0	0	0	0	0	
Oregon Right to Life PAC	None	1	0	0	0	0	0	
Elizabeth Ames Jones	Republican	0	0	0	1	0	0	
Senate Republican Conference	Republican	0	0	1	1	0	0	
Randy Neugebauer	Republican	0	0	0	0	0	1	
Jim Whelan	undef	0	1	2	0	0	0	
Jesse  Jackson	Democrat	0	1	0	0	0	0	
Jonathan Steitz	Republican	0	0	0	0	1	0	
AFSCME	undef	0	2	1	1	1	0	
Mike Mullen	None	1	0	0	0	0	0	
Christine O'Donnell	Republican	0	1	0	1	0	2	
Jon Kyl	Republican	1	3	4	0	2	0	
Kevin Boyce	Democrat	1	0	0	0	0	1	
Carl Levin	undef	1	0	0	0	0	0	
Ron Oakley	Republican	0	0	0	1	0	0	
Lloyd  Doggett	Democrat	3	4	0	1	0	0	
John Carter	Republican	0	0	0	0	2	2	
Mitch McConnell	Republican	2	2	2	1	3	0	
Senior Citizens League	None	0	0	0	1	0	0	
Ken Allen	undef	0	0	0	0	1	0	
Laura Tyson	Democrat	0	1	1	0	0	0	
Frank Brogan	Republican	0	0	1	0	0	0	
Mitch Daniels	Republican	0	0	0	0	3	1	
Donald Verrilli	undef	0	1	0	0	0	0	
Jon Runyan	Republican	0	0	0	0	1	0	
Safe Routes to Schools	None	0	0	0	0	1	0	
Calvine Rollins	None	0	0	0	1	0	0	
Mahlon Mitchell	undef	1	0	0	0	0	0	
Mark Sanford	Republican	1	0	0	0	2	0	
Ohio Right to Life	None	0	1	0	0	0	0	
Peter DeFazio	Democrat	1	1	0	1	1	0	
Eddie Bernice  Johnson	Democrat	1	0	0	0	0	0	
Anita Perry	Republican	0	1	0	0	0	0	
Arlen Specter	Democrat	1	1	0	0	0	0	
Doonesbury	undef	0	1	0	0	0	0	
Charles Odimgbe	State	0	1	0	0	0	0	
Dave Yost	Republican	1	1	0	1	0	0	
David Stockman	Republican	1	0	0	0	0	0	
Vance Smith	Republican	1	0	0	0	0	0	
Scott Maddox	Democrat	0	0	1	0	0	0	
Robert Flanders	State	0	0	1	0	0	0	
Barry Garner	undef	0	1	0	0	0	0	
Joe Biden	Democrat	11	12	13	8	7	3	
Michael McAuliff	undef	0	1	0	0	0	0	
Republican Governors Association	Republican	0	1	5	2	0	1	
Committee to Protect Florida	None	0	1	1	0	1	0	
BettyLou DeCroce	undef	0	0	1	0	0	0	
Will Weatherford	Republican	0	1	1	0	1	0	
Jeff Brandes	Republican	1	1	1	0	0	0	
Thomas Norment, Jr.	Republican	0	0	0	0	0	0	
Shaun Ireland	undef	0	1	0	0	0	0	
Mark Tapscott	undef	0	0	0	1	0	0	
House Natural Resources Committee Republicans	undef	0	0	0	1	0	0	
Jose Rodriguez	Democrat	0	0	0	1	0	0	
La Raza	undef	1	0	0	0	0	0	
Foundation for Florida's Future	Republican	0	0	1	0	0	0	
Donald McEachin	Democrat	1	0	0	0	1	0	
Efrain De La Fuente	Democrat	0	0	1	0	0	0	
Mark Critz	Democrat	0	0	1	0	0	0	
Jon Brien	Democrat	0	0	0	0	0	1	
Charles Schumer	Democrat	0	1	0	1	2	0	
Virginia Tea Party Patriots	undef	0	0	2	0	0	0	
Kevin Coughlin	Republican	0	0	0	0	1	0	
Stephanie DeSilva	Democrat	0	0	1	0	0	0	
Rand Paul	Republican	3	2	0	0	2	0	
Yvette McGee Brown	Democrat	3	0	0	0	0	0	
Greg Abbott	Republican	2	1	1	2	1	0	
Leo Berman	Republican	0	0	0	0	2	1	
Tom  McClintock	Republican	0	0	0	0	1	0	
Steve Doocy	undef	0	0	0	0	1	0	
Tavis Smiley	None	0	0	1	0	0	0	
